customerId,orderDate
634,2012-10-06
674,2012-05-12
674,2012-05-12
674,2012-05-12
498,2011-06-11
265,2012-07-02
494,2012-08-20
494,2012-08-20
494,2012-08-20
494,2012-08-20
699,2012-07-02
650,2011-10-06
122,2011-05-28
462,2011-01-11
462,2011-01-11
472,2012-02-09
42,2010-02-27
203,2009-01-08
203,2009-01-08
423,2010-05-28
731,2012-02-12
406,2012-03-03
406,2012-03-03
165,2011-03-24
230,2012-10-02
230,2012-10-02
230,2012-10-02
230,2012-10-02
610,2012-08-14
493,2009-07-17
20,2011-07-16
158,2009-09-29
725,2010-03-02
573,2011-10-22
743,2009-05-04
743,2009-05-04
743,2009-05-04
197,2012-02-17
661,2012-06-29
88,2011-05-21
88,2011-05-21
18,2009-09-30
661,2009-02-01
142,2010-10-10
318,2010-02-22
203,2011-10-24
545,2009-04-29
182,2012-03-16
370,2009-03-28
493,2010-01-16
493,2010-01-16
737,2009-12-28
555,2012-09-12
555,2012-09-12
555,2012-09-12
220,2011-11-30
12,2010-11-14
706,2012-09-03
2,2009-09-24
261,2010-06-17
261,2010-06-17
252,2010-01-09
118,2010-09-19
634,2011-02-26
634,2011-02-26
637,2009-09-19
637,2009-09-19
637,2009-09-19
471,2009-05-13
471,2009-05-13
471,2009-05-13
471,2009-05-13
470,2011-11-06
336,2009-04-18
688,2010-11-24
539,2011-08-31
539,2011-08-31
539,2011-08-31
539,2011-08-31
67,2012-03-21
618,2012-12-28
323,2009-09-30
424,2010-03-10
418,2012-04-07
244,2010-02-20
392,2012-07-06
737,2010-03-30
737,2010-03-30
129,2011-04-13
563,2012-12-13
193,2009-09-13
162,2011-12-22
162,2011-12-22
582,2010-04-19
528,2012-01-05
528,2012-01-05
528,2012-01-05
300,2012-01-27
232,2012-04-24
197,2009-10-24
385,2009-05-09
512,2012-11-10
666,2009-08-05
409,2011-06-11
409,2011-06-11
682,2012-08-21
682,2012-08-21
682,2012-08-21
167,2009-11-16
167,2009-11-16
573,2010-08-09
711,2010-05-24
511,2011-02-25
511,2011-02-25
290,2010-10-20
290,2010-10-20
677,2012-09-13
423,2012-04-16
343,2010-11-09
335,2010-08-13
404,2011-10-29
404,2011-10-29
178,2010-03-28
304,2012-04-21
512,2012-05-10
684,2011-08-25
408,2009-06-11
618,2011-03-01
56,2010-11-25
56,2010-11-25
56,2010-11-25
353,2011-10-12
353,2011-10-12
61,2011-06-08
165,2009-05-26
196,2011-04-11
148,2012-07-25
709,2011-11-01
709,2011-11-01
737,2009-06-03
539,2011-07-08
264,2009-01-30
435,2009-09-08
435,2009-09-08
435,2009-09-08
466,2010-04-03
466,2010-04-03
594,2010-12-25
594,2010-12-25
594,2010-12-25
58,2011-02-21
58,2011-02-21
58,2011-02-21
205,2010-10-09
205,2010-10-09
463,2012-10-24
125,2010-01-28
125,2010-01-28
323,2012-01-12
685,2012-07-20
685,2012-07-20
547,2012-01-08
323,2010-03-24
317,2009-07-20
317,2009-07-20
39,2011-03-17
362,2010-07-25
362,2010-07-25
721,2009-06-20
69,2010-04-10
69,2010-04-10
69,2010-04-10
34,2012-03-24
254,2010-01-05
254,2010-01-05
43,2010-11-07
164,2009-04-07
164,2009-04-07
699,2010-01-07
508,2009-11-28
508,2009-11-28
313,2010-12-24
313,2010-12-24
313,2010-12-24
410,2010-09-24
410,2010-09-24
410,2010-09-24
334,2011-06-06
458,2010-04-29
154,2009-07-16
40,2011-07-23
350,2012-01-05
645,2011-12-31
647,2012-08-15
647,2012-08-15
750,2011-02-15
714,2009-06-01
675,2011-05-03
675,2011-05-03
675,2011-05-03
505,2012-10-04
91,2009-05-20
91,2009-05-20
76,2012-07-29
76,2012-07-29
480,2010-09-06
767,2010-05-15
286,2009-12-10
619,2009-05-24
137,2010-10-02
282,2009-12-14
213,2012-04-28
213,2012-04-28
759,2011-08-02
309,2009-03-05
715,2010-03-24
435,2009-11-05
556,2012-07-13
556,2012-07-13
542,2012-02-19
438,2010-11-21
365,2012-11-03
286,2012-12-28
237,2009-08-12
237,2009-08-12
344,2009-11-19
381,2009-04-06
745,2011-11-12
745,2011-11-12
356,2012-12-02
140,2010-12-26
140,2010-12-26
140,2010-12-26
167,2011-09-15
167,2011-09-15
299,2009-06-17
299,2009-06-17
299,2009-06-17
499,2012-04-21
499,2012-04-21
499,2012-04-21
626,2010-11-21
179,2011-10-14
179,2011-10-14
202,2010-04-07
564,2012-01-20
208,2012-08-18
208,2012-08-18
444,2009-09-21
730,2010-03-28
730,2010-03-28
114,2010-12-11
166,2011-09-08
166,2011-09-08
147,2011-09-22
444,2009-08-23
444,2009-08-23
466,2010-09-11
79,2009-03-20
79,2009-03-20
542,2012-12-21
512,2009-06-21
512,2009-06-21
103,2011-12-24
103,2011-12-24
31,2012-10-01
476,2009-06-02
476,2009-06-02
63,2011-04-11
130,2012-07-21
130,2012-07-21
140,2012-06-15
473,2009-11-23
473,2009-11-23
651,2009-12-29
651,2009-12-29
231,2009-10-21
334,2010-02-27
334,2010-02-27
334,2010-02-27
334,2010-02-27
197,2011-07-14
159,2010-01-29
425,2011-08-11
423,2010-06-09
487,2009-05-03
154,2010-02-10
531,2011-08-28
168,2011-08-31
168,2011-08-31
282,2012-12-11
392,2009-02-22
438,2009-12-19
699,2012-01-23
22,2011-08-07
22,2011-08-07
263,2011-04-23
204,2011-02-11
710,2009-08-14
652,2011-11-10
760,2011-11-22
551,2009-06-07
443,2010-05-16
443,2010-05-16
716,2009-05-28
716,2009-05-28
169,2011-08-12
664,2009-03-17
232,2012-10-12
232,2012-10-12
444,2012-01-13
444,2012-01-13
505,2011-08-20
505,2011-08-20
502,2012-11-26
275,2010-07-17
275,2010-07-17
67,2012-06-12
683,2011-01-04
683,2011-01-04
317,2009-12-20
35,2011-01-21
300,2011-05-21
517,2009-12-01
517,2009-12-01
396,2011-07-21
555,2010-08-15
220,2009-05-15
220,2009-05-15
637,2010-04-16
637,2010-04-16
460,2012-05-24
400,2012-06-27
596,2010-09-09
596,2010-09-09
596,2010-09-09
181,2009-08-29
93,2010-09-26
100,2011-08-11
327,2011-05-01
388,2012-02-01
388,2012-02-01
263,2012-05-06
685,2011-08-04
685,2011-08-04
379,2011-02-01
627,2009-07-21
627,2009-07-21
684,2010-09-13
28,2010-02-11
28,2010-02-11
28,2010-02-11
28,2010-02-11
767,2009-01-06
767,2009-01-06
631,2009-05-25
564,2009-01-15
564,2009-01-15
503,2012-06-19
503,2012-06-19
276,2012-01-19
169,2011-12-10
183,2010-06-04
89,2011-07-01
115,2011-07-19
516,2010-12-09
395,2012-03-26
286,2010-12-09
267,2009-02-27
735,2010-02-18
523,2011-11-16
523,2011-11-16
523,2011-11-16
441,2010-10-12
441,2010-10-12
184,2012-01-08
167,2009-01-25
114,2012-02-04
715,2011-10-10
715,2011-10-10
692,2011-12-21
762,2010-04-11
762,2010-04-11
762,2010-04-11
762,2010-04-11
469,2010-02-08
469,2010-02-08
608,2010-06-21
640,2012-05-10
640,2012-05-10
640,2012-05-10
407,2012-01-04
407,2012-01-04
407,2012-01-04
130,2011-08-07
364,2009-03-22
364,2009-03-22
758,2011-07-21
230,2010-03-26
230,2010-03-26
456,2011-02-13
456,2011-02-13
541,2012-03-10
247,2010-02-07
543,2009-01-08
253,2011-06-29
398,2012-08-28
398,2009-09-14
411,2009-09-14
411,2009-09-14
411,2009-09-14
290,2010-12-28
684,2010-05-29
622,2010-11-09
320,2009-05-08
714,2011-06-05
714,2011-06-05
253,2009-06-01
253,2009-06-01
22,2012-12-15
22,2012-12-15
286,2010-05-26
286,2010-05-26
79,2010-06-08
692,2009-05-01
451,2010-09-30
451,2010-09-30
349,2012-04-04
349,2012-04-04
349,2012-04-04
553,2009-01-12
553,2009-01-12
553,2009-01-12
10,2011-02-20
28,2012-05-03
490,2010-09-30
501,2011-02-27
49,2009-12-11
49,2009-12-11
28,2012-09-10
28,2012-09-10
232,2010-05-07
232,2010-05-07
42,2010-10-12
42,2010-10-12
552,2011-05-19
385,2010-10-08
355,2009-10-28
355,2009-10-28
355,2009-10-28
82,2012-02-27
577,2010-02-10
57,2011-04-08
232,2009-03-21
27,2009-11-17
27,2009-11-17
660,2010-12-05
712,2012-12-23
211,2009-03-14
211,2009-03-14
2,2009-07-02
371,2012-01-12
69,2011-04-20
69,2011-04-20
368,2009-01-22
631,2011-01-08
613,2012-05-20
613,2012-05-20
627,2009-12-13
627,2009-12-13
123,2011-06-25
123,2011-06-25
123,2011-06-25
123,2011-06-25
394,2011-05-01
394,2011-05-01
394,2011-05-01
172,2010-05-27
648,2009-06-03
705,2009-10-17
377,2009-01-03
684,2010-04-20
684,2010-04-20
408,2010-04-05
408,2010-04-05
471,2010-03-13
471,2010-03-13
471,2010-03-13
193,2012-03-23
60,2010-09-15
175,2010-09-19
175,2010-09-19
291,2010-11-19
291,2010-11-19
253,2012-04-05
324,2011-06-03
54,2012-02-11
54,2012-02-11
348,2012-04-24
584,2012-01-19
584,2012-01-19
584,2012-01-19
560,2012-03-01
730,2012-08-23
226,2011-05-12
411,2012-10-21
40,2012-01-28
207,2010-12-09
276,2010-03-04
276,2010-03-04
467,2009-11-02
770,2012-05-13
684,2010-05-03
629,2009-05-14
629,2009-05-14
409,2011-02-26
688,2011-06-26
167,2009-06-03
103,2009-10-07
103,2009-10-07
103,2009-10-07
758,2009-10-15
57,2012-08-04
57,2012-08-04
716,2011-01-06
716,2011-01-06
716,2011-01-06
46,2012-02-07
579,2010-01-10
36,2009-12-07
36,2009-12-07
493,2012-10-18
493,2012-10-18
365,2009-03-22
365,2009-03-22
365,2009-03-22
525,2009-03-01
749,2009-04-18
507,2011-05-09
552,2012-10-28
36,2009-12-09
179,2010-02-01
135,2012-08-10
135,2012-08-10
708,2012-06-20
581,2009-04-01
581,2009-04-01
69,2009-09-19
69,2009-09-19
384,2011-09-06
515,2009-01-14
515,2009-01-14
317,2009-05-15
317,2009-05-15
648,2010-05-05
703,2010-03-20
419,2012-02-23
419,2012-02-23
419,2012-02-23
513,2012-04-21
30,2011-08-28
684,2010-08-06
338,2011-09-29
338,2011-09-29
33,2009-04-14
33,2009-04-14
218,2012-04-13
218,2012-04-13
479,2012-08-15
285,2011-01-29
285,2011-01-29
386,2011-07-15
386,2011-07-15
255,2010-12-21
294,2009-06-17
294,2009-06-17
49,2012-04-01
394,2009-07-29
394,2009-07-29
665,2009-01-09
64,2011-09-02
440,2011-03-22
440,2011-03-22
418,2010-11-20
104,2012-04-14
172,2009-06-04
42,2010-01-16
42,2010-01-16
111,2009-04-09
111,2009-04-09
111,2009-04-09
111,2009-04-09
694,2012-10-07
681,2012-09-30
533,2012-05-06
405,2011-06-30
405,2011-06-30
220,2009-03-08
220,2009-03-08
196,2009-01-04
196,2009-01-04
577,2011-08-18
332,2011-10-22
691,2012-08-10
691,2012-08-10
772,2011-01-31
148,2012-12-20
148,2012-12-20
400,2010-02-25
400,2010-02-25
167,2012-02-02
338,2012-05-04
3,2010-11-08
3,2010-11-08
525,2009-10-13
347,2009-01-28
347,2009-01-28
103,2010-03-05
771,2011-08-20
692,2011-06-19
754,2009-05-19
429,2010-10-07
429,2010-10-07
479,2010-06-05
479,2010-06-05
213,2011-06-28
213,2011-06-28
634,2010-11-12
634,2010-11-12
634,2010-11-12
127,2011-05-28
680,2009-04-07
705,2011-05-17
705,2011-05-17
705,2011-05-17
705,2011-05-17
705,2011-05-17
18,2011-06-02
232,2009-07-01
232,2009-07-01
119,2010-01-03
119,2010-01-03
119,2010-01-03
670,2009-06-12
326,2012-06-02
326,2012-06-02
326,2012-06-02
251,2011-09-02
297,2010-12-21
296,2009-11-04
299,2011-03-20
299,2011-03-20
669,2009-06-22
669,2009-06-22
157,2010-05-23
306,2010-11-11
306,2010-11-11
733,2009-07-24
733,2009-07-24
21,2011-12-09
339,2011-06-10
466,2010-06-26
651,2011-10-16
651,2011-10-16
30,2009-11-17
108,2011-10-10
504,2010-08-20
3,2012-08-30
137,2009-08-21
137,2009-08-21
251,2011-04-14
222,2009-09-28
222,2009-09-28
450,2011-01-03
450,2011-01-03
140,2009-02-10
669,2009-12-23
325,2010-05-19
325,2010-05-19
325,2010-05-19
167,2010-08-29
137,2012-01-30
222,2010-05-14
559,2012-02-23
559,2012-02-23
365,2009-01-02
165,2011-04-03
504,2012-05-18
563,2011-12-06
563,2011-12-06
323,2012-08-09
613,2012-10-31
613,2012-10-31
214,2009-03-16
736,2012-05-05
322,2011-06-16
282,2012-10-11
282,2012-10-11
282,2012-10-11
543,2009-05-25
231,2009-03-28
231,2009-03-28
529,2012-11-25
351,2012-06-07
351,2012-06-07
745,2012-10-07
745,2012-10-07
745,2012-10-07
269,2011-02-13
269,2011-02-13
204,2010-03-07
513,2012-06-13
513,2012-06-13
465,2011-07-30
570,2012-11-10
570,2012-11-10
570,2012-11-10
180,2009-07-27
180,2009-07-27
143,2012-01-16
489,2009-04-13
489,2009-01-03
489,2009-01-03
489,2009-01-03
402,2010-09-05
402,2010-09-05
402,2010-09-05
587,2010-04-07
748,2009-04-23
748,2009-04-23
748,2009-04-23
734,2009-09-06
463,2009-04-22
622,2011-09-12
674,2011-02-19
674,2011-02-19
331,2011-08-08
372,2010-02-27
372,2010-02-27
700,2009-03-17
627,2012-01-22
627,2012-01-22
428,2009-01-03
223,2011-08-13
220,2012-10-12
85,2011-07-23
88,2012-03-24
470,2010-09-10
541,2011-01-22
541,2011-01-22
541,2011-01-22
709,2012-03-22
662,2011-12-08
662,2011-12-08
757,2010-05-11
757,2010-05-11
757,2010-05-11
757,2010-05-11
490,2010-10-10
396,2012-10-28
668,2011-09-04
425,2009-09-12
58,2012-07-16
125,2009-08-16
299,2009-03-18
274,2010-04-20
368,2011-05-14
759,2011-04-03
759,2011-04-03
759,2011-04-03
396,2009-10-05
396,2009-10-05
396,2012-01-30
396,2012-01-30
396,2012-01-30
373,2009-10-11
130,2011-08-16
130,2011-08-16
130,2011-08-16
351,2012-05-01
729,2009-06-19
729,2009-06-19
729,2009-06-19
557,2011-09-04
772,2010-11-30
128,2010-08-07
554,2009-03-04
177,2009-05-15
177,2009-05-15
20,2009-09-07
20,2009-09-07
20,2009-09-07
723,2012-01-10
723,2012-01-10
305,2011-04-28
305,2011-04-28
480,2010-02-12
186,2010-08-07
142,2010-02-08
221,2010-11-16
221,2010-11-16
177,2011-01-02
177,2011-01-02
177,2011-01-02
56,2009-05-01
724,2010-10-09
435,2009-03-25
613,2009-11-24
206,2010-11-29
206,2010-11-29
639,2011-06-23
165,2010-05-23
165,2010-05-23
548,2011-02-17
537,2010-12-12
519,2011-12-24
460,2011-02-13
460,2011-02-13
460,2011-02-13
284,2010-01-10
284,2010-01-10
769,2009-01-17
769,2009-01-17
480,2009-04-07
40,2011-09-12
670,2009-07-07
230,2010-07-21
584,2011-04-20
448,2009-11-21
579,2009-02-05
579,2009-02-05
206,2011-07-14
206,2011-07-14
618,2011-10-11
565,2011-06-22
565,2011-06-22
565,2011-06-22
529,2012-12-21
348,2011-11-22
348,2011-11-22
348,2011-11-22
348,2011-11-22
490,2011-11-09
490,2011-11-09
280,2009-09-16
385,2010-06-25
177,2012-01-05
348,2009-12-23
117,2010-08-10
117,2010-08-10
69,2011-01-02
547,2009-08-18
128,2012-03-28
128,2012-03-28
128,2012-03-28
128,2012-03-28
317,2009-08-10
56,2012-12-25
684,2012-05-04
684,2012-05-04
594,2012-05-04
684,2012-05-04
268,2010-10-23
671,2010-11-16
581,2010-05-14
581,2010-05-14
215,2009-09-13
767,2009-01-27
671,2011-05-27
671,2011-05-27
314,2009-11-11
670,2010-09-29
670,2010-09-29
145,2012-03-29
332,2012-02-12
332,2012-02-12
68,2009-12-20
760,2010-02-24
305,2009-09-11
305,2009-09-11
278,2010-02-04
477,2010-09-25
477,2010-09-25
48,2009-08-27
48,2009-08-27
48,2009-08-27
258,2009-05-14
90,2009-01-23
90,2009-01-23
219,2011-05-12
513,2009-05-23
604,2012-05-12
551,2009-07-26
551,2009-07-26
551,2009-07-26
638,2011-05-02
200,2011-01-19
389,2011-09-10
271,2010-03-17
182,2010-07-05
182,2010-07-05
454,2010-08-23
248,2011-08-19
610,2010-08-24
71,2011-12-27
71,2011-12-27
305,2012-06-12
238,2009-04-06
238,2009-04-06
77,2010-10-26
77,2010-10-26
347,2009-11-25
405,2009-08-23
405,2009-08-23
325,2010-02-06
255,2011-03-10
693,2012-02-10
81,2010-03-27
610,2011-11-12
735,2012-01-03
20,2012-08-13
164,2009-03-30
193,2012-11-06
11,2009-04-01
368,2011-10-04
368,2011-10-04
447,2010-05-14
447,2010-05-14
63,2012-12-10
63,2012-12-10
63,2012-12-10
486,2009-02-24
386,2012-05-13
386,2012-05-13
386,2012-05-13
543,2009-04-17
743,2010-09-07
743,2010-09-07
192,2011-10-23
565,2012-06-24
197,2012-03-25
140,2010-12-10
140,2010-12-10
38,2011-06-09
38,2011-06-09
291,2009-03-20
502,2012-08-16
271,2011-03-15
684,2011-01-17
684,2011-01-17
430,2012-11-29
625,2012-10-21
463,2010-05-21
463,2010-05-21
463,2010-05-21
676,2012-03-30
56,2009-04-09
79,2012-03-17
299,2009-12-28
299,2009-12-28
